path_repo,link to repo,func_name,path_buggy,buggy_id,level,Label Arghavan,Final
CodeGen/slib_runnable/remove_ending_os_sep,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/remove_ending_os_sep,remove_ending_os_sep,CodeGen/slib_runnable/remove_ending_os_sep/buggy,buggy_9.py,slib_runnable,Misinterpretation,Missing Corner Case
PanGu-Coder/self_contained/size_to_bytes,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/size_to_bytes,size_to_bytes,PanGu-Coder/self_contained/size_to_bytes/buggy,buggy_2.py,self_contained,Misinterpretation,Misinterpretation/Wrong Input Type
CodeGen/self_contained/_replace_register,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/_replace_register,_replace_register,CodeGen/self_contained/_replace_register/buggy,buggy_9.py,self_contained,Prompt-biased code,Prompt-biased code
CodeGen/slib_runnable/files_list_from_zipfile,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/files_list_from_zipfile,files_list_from_zipfile,CodeGen/slib_runnable/files_list_from_zipfile/buggy,buggy_9.py,slib_runnable,Wrong Input Type,"Prompt biased, Wrong Input Type"
CodeGen/plib_runnable/identify_request,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/plib_runnable/identify_request,identify_request,CodeGen/plib_runnable/identify_request/buggy,buggy_7.py,plib_runnable,Synthax Error,REJECTED
Codex/plib_runnable/retrieve_diaspora_host_meta,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/retrieve_diaspora_host_meta,retrieve_diaspora_host_meta,Codex/plib_runnable/retrieve_diaspora_host_meta/buggy,buggy_5.py,plib_runnable,,REJECTED
Codex/slib_runnable/make_find_paths,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/make_find_paths,make_find_paths,Codex/slib_runnable/make_find_paths/buggy,buggy_3.py,slib_runnable,Missing Corner Case,Prompt-biased code
Codex/slib_runnable/get_repo_archive,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/get_repo_archive,get_repo_archive,Codex/slib_runnable/get_repo_archive/buggy,buggy_1.py,slib_runnable,Hallunication/ Prompt-biased code,Hallunication/ Prompt-biased code
Codex/self_contained/parser_flags#completion,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/parser_flags#completion,parser_flags,Codex/self_contained/parser_flags#completion/buggy,buggy_6.py,self_contained,Missing Corner Case,NPC
CodeGen/self_contained/default_tzinfo,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/default_tzinfo,default_tzinfo,CodeGen/self_contained/default_tzinfo/buggy,buggy_2.py,self_contained,Hallunication/Silly Mistake/Synthax Error,REJECTED
PanGu-Coder/self_contained/parser_flags#,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/parser_flags#,parser_flags,PanGu-Coder/self_contained/parser_flags#/buggy,buggy_7.py,self_contained,Hallunication (wrong attribute)/ Prompt-biased code/Misinterpretation,Wrong Attribute/Prompt-biased code
Codex/slib_runnable/get_pattern,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/get_pattern,get_pattern,Codex/slib_runnable/get_pattern/buggy,buggy_3.py,slib_runnable,Missing Corner Case,Wrong Attribute/NPC
CodeGen/slib_runnable/is_local,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/is_local,is_local,CodeGen/slib_runnable/is_local/buggy,buggy_5.py,slib_runnable,Missing Corner Case,Missing Corner Case
PanGu-Coder/self_contained/int_to_string,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/int_to_string,int_to_string,PanGu-Coder/self_contained/int_to_string/buggy,buggy_9.py,self_contained,Misinterpretation,Misinterpretation
CodeGen/self_contained/parser_flags,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/parser_flags,parser_flags,CodeGen/self_contained/parser_flags/buggy,buggy_0.py,self_contained,Hallunication (wrong attribute)/ Prompt-biased code/Misinterpretation,Wrong Attribute/Prompt Biased
PanGu-Coder/self_contained/parser_flags#,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/parser_flags#,parser_flags,PanGu-Coder/self_contained/parser_flags#/buggy,buggy_3.py,self_contained,Misinterpretation,Misinterpretation
CodeGen/self_contained/size_to_bytes,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/size_to_bytes,size_to_bytes,CodeGen/self_contained/size_to_bytes/buggy,buggy_8.py,self_contained,Synthax Error,Misinterpretation / Synthax Error/ Wrong Input Type
PanGu-Coder/plib_runnable/list_of_file_names,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/list_of_file_names,list_of_file_names,PanGu-Coder/plib_runnable/list_of_file_names/buggy,buggy_4.py,plib_runnable,Misinterpretation/ Prompt-biased code,REJECTED
CodeGen/slib_runnable/_c_optimizations_required,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/_c_optimizations_required,_c_optimizations_required,CodeGen/slib_runnable/_c_optimizations_required/buggy,buggy_4.py,slib_runnable,Hallunication / Prompt-biased code/Misinterpretation,Prompt Biased / Silly Mistake
CodeGen/slib_runnable/addignored,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/addignored,addignored,CodeGen/slib_runnable/addignored/buggy,buggy_1.py,slib_runnable,Misinterpretation/Hallunication (wrong attribute)/Silly Mistake,Misinterpretation/Wrong Attribute/Silly Mistake
PanGu-Coder/plib_runnable/find_roots,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/find_roots,find_roots,PanGu-Coder/plib_runnable/find_roots/buggy,buggy_4.py,plib_runnable,Prompt-biased code,REJECTED
Codex/slib_runnable/oneline,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/oneline,oneline,Codex/slib_runnable/oneline/buggy,buggy_5.py,slib_runnable,Misinterpretation,Misinterpretation
Codex/self_contained/_legacy_mergeOrderings,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/_legacy_mergeOrderings,_legacy_mergeOrderings,Codex/self_contained/_legacy_mergeOrderings/buggy,buggy_7.py,self_contained,Failure To Generate,Incomplete generation
Codex/self_contained/is_none_string,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/is_none_string,is_none_string,Codex/self_contained/is_none_string/buggy,buggy_8.py,self_contained,Missing Corner Case/ Hallunication,NPC
Codex/slib_runnable/addignored,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/addignored,addignored,Codex/slib_runnable/addignored/buggy,buggy_3.py,slib_runnable,Misinterpretation,Misinterpretation
Codex/self_contained/is_none_string,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/is_none_string,is_none_string,Codex/self_contained/is_none_string/buggy,buggy_5.py,self_contained,Missing Corner Case/ Hallunication,Missing Corner Case
CodeGen/slib_runnable/oneline,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/oneline,oneline,CodeGen/slib_runnable/oneline/buggy,buggy_7.py,slib_runnable,Misinterpretation,Missing Corner Case
CodeGen/slib_runnable/_parse_image_ref,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/_parse_image_ref,_parse_image_ref,CodeGen/slib_runnable/_parse_image_ref/buggy,buggy_7.py,slib_runnable,Synthax Error/Misinterpretation/Silly Mistake,Synthax Error/Misinterpretation/Silly Mistake
PanGu-Coder/self_contained/_dictsum,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/_dictsum,_dictsum,PanGu-Coder/self_contained/_dictsum/buggy,buggy_1.py,self_contained,Wrong Input Type,Wrong Input Type
Codex/self_contained/minimalBases,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/minimalBases,minimalBases,Codex/self_contained/minimalBases/buggy,buggy_4.py,self_contained,Missing Corner Case/ Misinterpretation,Silly Mistake
Codex/self_contained/paging,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/paging,paging,Codex/self_contained/paging/buggy,buggy_0.py,self_contained,Misinterpretation/Hallunication (wrong attribute),Hallucination/Silly Mistake
CodeGen/self_contained/get_logical_path_map,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/get_logical_path_map,get_logical_path_map,CodeGen/self_contained/get_logical_path_map/buggy,buggy_1.py,self_contained,Hallunication / Prompt-biased code/Misinterpretation,Hallunication / Prompt-biased code/Misinterpretation
Codex/slib_runnable/addignored,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/addignored,addignored,Codex/slib_runnable/addignored/buggy,buggy_2.py,slib_runnable,Misinterpretation/Hallunication?Silly Mistake,Misinterpretation / Silly Mistake
PanGu-Coder/slib_runnable/run_command,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/run_command,run_command,PanGu-Coder/slib_runnable/run_command/buggy,buggy_8.py,slib_runnable,Hallunication,Hallucination
PanGu-Coder/plib_runnable/find_roots,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/find_roots,find_roots,PanGu-Coder/plib_runnable/find_roots/buggy,buggy_1.py,plib_runnable,,REJECTED
CodeGen/slib_runnable/files_list,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/files_list,files_list,CodeGen/slib_runnable/files_list/buggy,buggy_1.py,slib_runnable,Failure to Generate,#REF!
Codex/self_contained/plus_or_dot,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/plus_or_dot,plus_or_dot,Codex/self_contained/plus_or_dot/buggy,buggy_5.py,self_contained,,REJECTED
PanGu-Coder/self_contained/register_vcs_handler,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/register_vcs_handler,register_vcs_handler,PanGu-Coder/self_contained/register_vcs_handler/buggy,buggy_1.py,self_contained,,REJECTED
CodeGen/slib_runnable/_c_optimizations_ignored,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/_c_optimizations_ignored,_c_optimizations_ignored,CodeGen/slib_runnable/_c_optimizations_ignored/buggy,buggy_7.py,slib_runnable,Failure To Generate/ Silly Mistake,Silly Mistake / Misinterpretation
PanGu-Coder/slib_runnable/_parse_image_ref,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/_parse_image_ref,_parse_image_ref,PanGu-Coder/slib_runnable/_parse_image_ref/buggy,buggy_4.py,slib_runnable,Hallunication,Hallunication
PanGu-Coder/self_contained/register_vcs_handler,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/register_vcs_handler,register_vcs_handler,PanGu-Coder/self_contained/register_vcs_handler/buggy,buggy_3.py,self_contained,,REJECTED
PanGu-Coder/plib_runnable/gaussian,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/gaussian,gaussian,PanGu-Coder/plib_runnable/gaussian/buggy,buggy_4.py,plib_runnable,Misinterpretation,Misinterpretation
Codex/slib_runnable/addignored,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/addignored,addignored,Codex/slib_runnable/addignored/buggy,buggy_0.py,slib_runnable,Misinterpretation/Prompt-biased code?Silly Mistake,Misinterpretation / Silly Mistake
PanGu-Coder/plib_runnable/list_of_file_names,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/list_of_file_names,list_of_file_names,PanGu-Coder/plib_runnable/list_of_file_names/buggy,buggy_8.py,plib_runnable,,REJECTED
Codex/plib_runnable/gaussian,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/gaussian,gaussian,Codex/plib_runnable/gaussian/buggy,buggy_6.py,plib_runnable,Misinterpretation,Missing Corner Cases
CodeGen/slib_runnable/make_find_paths,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/make_find_paths,make_find_paths,CodeGen/slib_runnable/make_find_paths/buggy,buggy_0.py,slib_runnable,Failure To Generate,Failure To Generate
CodeGen/self_contained/int_to_string,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/int_to_string,int_to_string,CodeGen/self_contained/int_to_string/buggy,buggy_9.py,self_contained,Synthax Error/ Silly Mistake,Synthax Error / Silly Mistake / Incomplete Generation
PanGu-Coder/self_contained/get_logical_path_map,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/get_logical_path_map,get_logical_path_map,PanGu-Coder/self_contained/get_logical_path_map/buggy,buggy_3.py,self_contained,Hallunication,Hallucination
PanGu-Coder/self_contained/round_half_to_even,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/round_half_to_even,round_half_to_even,PanGu-Coder/self_contained/round_half_to_even/buggy,buggy_4.py,self_contained,Misinterpretation,Misinterpretation
PanGu-Coder/plib_runnable/gaussian,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/gaussian,gaussian,PanGu-Coder/plib_runnable/gaussian/buggy,buggy_5.py,plib_runnable,Misinterpretation,Missing Corner Cases
PanGu-Coder/self_contained/_legacy_mergeOrderings,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/_legacy_mergeOrderings,_legacy_mergeOrderings,PanGu-Coder/self_contained/_legacy_mergeOrderings/buggy,buggy_7.py,self_contained,Hallunication,Hallucination
PanGu-Coder/self_contained/int_to_string,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/int_to_string,int_to_string,PanGu-Coder/self_contained/int_to_string/buggy,buggy_5.py,self_contained,Misinterpretation/ Silly Mistake/ Hallunication,Misinterpretation/ Silly Mistake/ Hallunication
Codex/slib_runnable/_resolve_string,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/_resolve_string,_resolve_string,Codex/slib_runnable/_resolve_string/buggy,buggy_3.py,slib_runnable,Missing Corner Case,Synthax error
Codex/plib_runnable/gaussian,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/gaussian,gaussian,Codex/plib_runnable/gaussian/buggy,buggy_9.py,plib_runnable,Misinterpretation,Missing Corner Cases
Codex/self_contained/_replace_register,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/_replace_register,_replace_register,Codex/self_contained/_replace_register/buggy,buggy_6.py,self_contained,Wrong Input Type,Wrong Input Type
PanGu-Coder/slib_runnable/strip_root,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/strip_root,strip_root,PanGu-Coder/slib_runnable/strip_root/buggy,buggy_3.py,slib_runnable,Missing Corner Case/Silly Mistake,Missing corner case / Silly Mistake
Codex/slib_runnable/make_find_paths,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/make_find_paths,make_find_paths,Codex/slib_runnable/make_find_paths/buggy,buggy_6.py,slib_runnable,Hallunication,hallucination
Codex/plib_runnable/_extract_number_and_supplment_from_issue_element,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/_extract_number_and_supplment_from_issue_element,_extract_number_and_supplment_from_issue_element,Codex/plib_runnable/_extract_number_and_supplment_from_issue_element/buggy,buggy_0.py,plib_runnable,Misinterpretation / Misinterpretation,Misinterpretation / Wrong Attribute
CodeGen/slib_runnable/unquote,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/unquote,unquote,CodeGen/slib_runnable/unquote/buggy,buggy_6.py,slib_runnable,Misinterpretation/ Silly Mistake,Misinterpretation
PanGu-Coder/self_contained/is_none_string,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/is_none_string,is_none_string,PanGu-Coder/self_contained/is_none_string/buggy,buggy_5.py,self_contained,Missing Corner Case,Missing Corner Case
Codex/slib_runnable/_parse_image_ref,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/_parse_image_ref,_parse_image_ref,Codex/slib_runnable/_parse_image_ref/buggy,buggy_9.py,slib_runnable,Missing Corner Case/ Synthax Error,Missing Corner Cases
Codex/self_contained/parser_flags#,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/parser_flags#,parser_flags,Codex/self_contained/parser_flags#/buggy,buggy_1.py,self_contained,Misinterpretation,Wrong Attribute
Codex/slib_runnable/write_configuration,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/write_configuration,write_configuration,Codex/slib_runnable/write_configuration/buggy,buggy_5.py,slib_runnable,Failure To Generate,Incomplete generation
Codex/plib_runnable/retrieve_diaspora_host_meta,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/retrieve_diaspora_host_meta,retrieve_diaspora_host_meta,Codex/plib_runnable/retrieve_diaspora_host_meta/buggy,buggy_1.py,plib_runnable,,REJECTED
CodeGen/self_contained/is_fill_compute_el,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/is_fill_compute_el,is_fill_compute_el,CodeGen/self_contained/is_fill_compute_el/buggy,buggy_3.py,self_contained,Hallunication / Prompt-biased code,Silly mistake / Wrong attribute
PanGu-Coder/self_contained/parser_flags,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/parser_flags,parser_flags,PanGu-Coder/self_contained/parser_flags/buggy,buggy_6.py,self_contained,Misinterpretation,Misinterpretation
Codex/self_contained/unit_of_work,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/unit_of_work,unit_of_work,Codex/self_contained/unit_of_work/buggy,buggy_6.py,self_contained,Hallunication,Prompt biased
PanGu-Coder/slib_runnable/match_file_by_prefix,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/match_file_by_prefix,match_file_by_prefix,PanGu-Coder/slib_runnable/match_file_by_prefix/buggy,buggy_5.py,slib_runnable,Misinterpretation,
CodeGen/self_contained/minimalBases,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/minimalBases,minimalBases,CodeGen/self_contained/minimalBases/buggy,buggy_0.py,self_contained,Wrong Input Type/Prompt-biased code/Hallunication,Wrong input type
PanGu-Coder/self_contained/match_pubdate,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/match_pubdate,match_pubdate,PanGu-Coder/self_contained/match_pubdate/buggy,buggy_9.py,self_contained,,Wrong attribute / Prompt biased 
CodeGen/slib_runnable/regex_dict,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/regex_dict,regex_dict,CodeGen/slib_runnable/regex_dict/buggy,buggy_8.py,slib_runnable,Misinterpretation/Prompt-biased code,Misinterpretation/Prompt-biased code
PanGu-Coder/self_contained/subclasses,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/subclasses,subclasses,PanGu-Coder/self_contained/subclasses/buggy,buggy_4.py,self_contained,Hallunication (Overinterpretation or non-prompted considartion )/ Misinterpretation,Misinterpretation /  non-prompted considartion
PanGu-Coder/slib_runnable/strip_root,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/strip_root,strip_root,PanGu-Coder/slib_runnable/strip_root/buggy,buggy_5.py,slib_runnable,Missing Corner Case,Missing corner case
PanGu-Coder/self_contained/size_to_bytes,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/size_to_bytes,size_to_bytes,PanGu-Coder/self_contained/size_to_bytes/buggy,buggy_9.py,self_contained,Misinterpretation (Overinterpretation ),NPC
CodeGen/self_contained/string_to_int,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/string_to_int,string_to_int,CodeGen/self_contained/string_to_int/buggy,buggy_5.py,self_contained,Failure To Generate,Incomplete Generation
CodeGen/slib_runnable/parse_frequency,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/parse_frequency,parse_frequency,CodeGen/slib_runnable/parse_frequency/buggy,buggy_9.py,slib_runnable,Hallunication (Overinterpretation or non-prompted considartion )/ Misinterpretation,Misinterpretation
CodeGen/plib_runnable/force_string,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/plib_runnable/force_string,force_string,CodeGen/plib_runnable/force_string/buggy,buggy_9.py,plib_runnable,Missing Corner Case,Missing Corner Case
PanGu-Coder/slib_runnable/remove_ending_os_sep,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/remove_ending_os_sep,remove_ending_os_sep,PanGu-Coder/slib_runnable/remove_ending_os_sep/buggy,buggy_5.py,slib_runnable,Misinterpretation (wrong assumption),Missing corner case
PanGu-Coder/plib_runnable/force_string,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/force_string,force_string,PanGu-Coder/plib_runnable/force_string/buggy,buggy_9.py,plib_runnable,Misinterpretation ,Missing corner case
Codex/self_contained/_dictsum,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/_dictsum,_dictsum,Codex/self_contained/_dictsum/buggy,buggy_2.py,self_contained,Hallunication (Overinterpretation or non-prompted considartion )/ Misinterpretation,Missing corner case
CodeGen/self_contained/is_fill_compute_el,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/is_fill_compute_el,is_fill_compute_el,CodeGen/self_contained/is_fill_compute_el/buggy,buggy_4.py,self_contained,Misinterpretation/ wrong attribute,Misinterpretation/ wrong attribute / silly mistake
Codex/plib_runnable/tzname_in_python2,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/tzname_in_python2,tzname_in_python2,Codex/plib_runnable/tzname_in_python2/buggy,buggy_1.py,plib_runnable,Missing Corner Case,Synthax error / Missing corner case
CodeGen/self_contained/paging,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/paging,paging,CodeGen/self_contained/paging/buggy,buggy_8.py,self_contained,Wrong Input Type/Hallunication,Wrong attribute/ non-prompted considartion 
Codex/plib_runnable/_dump_string,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/_dump_string,_dump_string,Codex/plib_runnable/_dump_string/buggy,buggy_9.py,plib_runnable,Hallunication/Wrong Input Type/ Misinterpretation,Hallucination / Wrong input type / wrong attribute
CodeGen/self_contained/subclasses,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/subclasses,subclasses,CodeGen/self_contained/subclasses/buggy,buggy_0.py,self_contained,wrong attribute/Misinterpretation,Silly mistake / Missing Corner Case
CodeGen/slib_runnable/run_command,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/run_command,run_command,CodeGen/slib_runnable/run_command/buggy,buggy_7.py,slib_runnable,Failure To Generate,Incomplete generation
CodeGen/slib_runnable/match,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/match,match,CodeGen/slib_runnable/match/buggy,buggy_1.py,slib_runnable,,REJECTED
Codex/self_contained/_getTargetClass,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/_getTargetClass,_getTargetClass,Codex/self_contained/_getTargetClass/buggy,buggy_0.py,self_contained,,REJECTED
Codex/self_contained/paging,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/paging,paging,Codex/self_contained/paging/buggy,buggy_6.py,self_contained,Hallunication/Failure To Generate,Hallucination / Incomplete generation
CodeGen/slib_runnable/make_find_paths,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/make_find_paths,make_find_paths,CodeGen/slib_runnable/make_find_paths/buggy,buggy_8.py,slib_runnable,Misinterpretation,Misinterepretation
CodeGen/self_contained/_dictsum,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/_dictsum,_dictsum,CodeGen/self_contained/_dictsum/buggy,buggy_7.py,self_contained,Misinterpretation/ Synthax Error,Synthax Error / Misinterpretation
Codex/self_contained/string_to_int,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/string_to_int,string_to_int,Codex/self_contained/string_to_int/buggy,buggy_5.py,self_contained,Missing Corner Case,REJECTED
Codex/slib_runnable/run_command,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/run_command,run_command,Codex/slib_runnable/run_command/buggy,buggy_4.py,slib_runnable,Failure To Generate,Incomplete generation
PanGu-Coder/self_contained/minimalBases,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/minimalBases,minimalBases,PanGu-Coder/self_contained/minimalBases/buggy,buggy_6.py,self_contained,wrong attribute/Wrong Input Type,wrong attribute
Codex/self_contained/int_to_string,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/int_to_string,int_to_string,Codex/self_contained/int_to_string/buggy,buggy_5.py,self_contained,Missing Corner Case,non-prompted considartion
PanGu-Coder/slib_runnable/addignored,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/addignored,addignored,PanGu-Coder/slib_runnable/addignored/buggy,buggy_3.py,slib_runnable,Misinterpretation/ non-prompted considartion ,Misinterpretation
Codex/self_contained/_legacy_mergeOrderings,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/_legacy_mergeOrderings,_legacy_mergeOrderings,Codex/self_contained/_legacy_mergeOrderings/buggy,buggy_5.py,self_contained,Misinterpretation,Misinterpretation
Codex/plib_runnable/_dump_string,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/_dump_string,_dump_string,Codex/plib_runnable/_dump_string/buggy,buggy_2.py,plib_runnable,Failure To Generate,Failure To Generate
PanGu-Coder/self_contained/parser_flags#completion,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/parser_flags#completion,parser_flags,PanGu-Coder/self_contained/parser_flags#completion/buggy,buggy_8.py,self_contained,wrong attribute/Prompt-biased code,Wrong attribute
